HP:0012869	espécimen de espermatozoide acéfalo
HP:0031696	infección vírica que no logra ser contenida por el sistema inmunitario y se propaga por todo el organismo.
HP:0001234	autoestopista secuestrado pulgar
HP:5200261	afecto anormal
HP:0031138	concentración anormal de péptido natriurético de tipo b
HP:0030831	ruidos respiratorios anormales con roncus
HP:0006899	fusión anormal de los hemisferios cerebelosos
HP:0030790	color anormal del cerumen
HP:0005788	hallazgos anormales en la mielografía cervical
HP:0010875	reflejo de chaddock anormal
HP:0025132	nivel anormal de estrógenos circulantes
HP:0011918	curvatura anormal del 4º dedo del pie
HP:0100860	dilatación anormal de la arteria mesentérica inferior
HP:0003116	abnormal echocardiogram
HP:0011801	agrandamiento anormal de la glándula parótida
HP:0008635	Agrandamiento anormal de la vejiga urinaria.
HP:0030354	niveles anormales de interferón en la sangre.
HP:0002938	abnormal lumbar lordosis
HP:0000771	crecimiento anormal de las glándulas mamarias en los hombres
HP:5200017	movimientos anormales de la cara y la cabeza
HP:5200018	movimientos anormales de las extremidades superiores
HP:5200019	movimientos anormales de todo el cuerpo
HP:0011933	dilatación anormal en forma de saco en la pared del ima o del ssma.
HP:0025310	morfología anormal de la pupila oval
HP:0011449	clonus patelar anormal
HP:0006446	seguimiento rotuliano anormal este término se refiere al movimiento de la rótula a lo largo del surco femoral durante la flexión y extensión de la rodilla, que puede verse afectado por una rótula displásica
HP:0002533	Postura anormal de las extremidades.
HP:0004836	proliferación anormal de promielocitos
HP:0000733	gestos repetitivos anormales
HP:0032968	Retención anormal de gas dentro de un pulmón o parte de un pulmón, como resultado de la obstrucción de las vías respiratorias o de anomalías en la distensibilidad pulmonar. En la presentación clásica, el pulmón parecerá normal en la inspiración, pero en la espiración, las porciones enfermas del pulmón que han perdido el retroceso del tejido conectivo permanecerán lucentes, mientras que las porciones sanas del pulmón se harán más densas debido a la atelectasia. Esto ayuda a distinguirla de la atenuación en mosaico debida a la fibrosis en parches, como ocurre en la neumonía intersticial inespecífica y en la neumonitis intersticial usual temprana, en la que no hay cambios con la inspiración y la espiración.
HP:0012433	comportamiento social anormal
HP:5200026	imitación social anormal
HP:0020156	Estructura anormal de la región de la matriz extracelular del ovocito conocida como zona pelúcida.
HP:0030906	persistencia anormal del reflejo de succión
HP:0100028	localización anormal del trioides
HP:0003049	desviación cubital anormal
HP:0410192	nivel anormal de glucosa-4-epimerasa de uridina difosfato
HP:0012086	color anormal de la orina
HP:0012088	olor urinario anormal
HP:0020202	morfología anormal del disco z
HP:5200261	Anomalías en la intensidad, frecuencia o duración de las emociones observables y expresadas.
HP:5200028	anormalidad en la forma de responder a las señales sociales, como una señal verbal o que alguien comparta sus emociones .
HP:0100291	anormalidad de los potenciales evocados somatosensoriales centrales
HP:3000004	anomalía del vientre del músculo frontalis
HP:0004342	anomalía del metabolismo de los galactósidos. un galactósido es un glucósido que contiene galactosa.
HP:0003649	Anomalía del metabolismo de los glucósidos.
HP:0100643	anormalidad del color de las uñas
HP:0001430	anormalidad de la musculatura de la pantorrilla
HP:0001163	anomalía de los huesos metacarpianos
HP:0010827	anomalía del séptimo par craneal
HP:0030979	vasos coroideos anormalmente dilatados
HP:0000911	fosa glenoidea anormalmente plana
HP:0007906	presión ocular anormalmente alta
HP:0003239	fosfoetanolamina urinaria anormalmente elevada
HP:0012892	músculos faciales anormalmente grandes
HP:0012893	músculos del cuello anormalmente grandes
HP:0032033	Párpado anormalmente laxo asociado a relajación tisular, predominantemente en el plano vertical. puede demostrarse por tracción vertical del párpado. a menudo se observa aflojamiento de las estructuras estabilizadoras verticales o atrofia tarsal.
HP:0005542	periodo de coagulación anormalmente largo
HP:0002831	coxis anormalmente largo
HP:0003085	peroné anormalmente largo
HP:0010493	metacarpos anormalmente largos
HP:0003988	cúbito anormalmente largo
HP:0011417	cordón umbilical anormalmente largo
HP:0000395	antihélice anormalmente prominente
HP:0000941	diáfisis anormalmente cortas
HP:0012376	lente anormalmente pequeña
HP:0003065	rótula anormalmente pequeña
HP:0005537	plaquetas anormalmente pequeñas
HP:0011419	desprendimiento prematuro de placenta
HP:0003057	ausencia de las cuatro extremidades
HP:0011516	ausencia de visión cromática
HP:0000786	ausencia de menstruación
HP:5200327	Ausencia de atracción sexual, comportamientos e interés diferentes del estado normal de la persona.
HP:0001746	ausencia de bazo
HP:0040314	ausencia de conexión vagino-uterina que conduce a una vagina ciega
HP:0033525	Ausencia del par central de microtúbulos en el axonema del espermatozoide, formando así un patrón 9+0 en lugar del patrón normal 9+2.
HP:0006681	ausencia de conducción del nódulo auriculoventricular
HP:0010477	ausencia de estructura de la vejiga
HP:0030008	ausencia de cuello uterino trastorno congénito
HP:0030008	síndrome del cuello uterino ausente
HP:0000387	ausencia de desarrollo del lóbulo de la oreja
HP:0000550	erg ausente
HP:0002223	ausencia de desarrollo de las cejas
HP:0002223	ausencia de folículos en las cejas
HP:0002223	ausencia de crecimiento de las cejas
HP:0002223	ausencia de vello en las cejas
HP:0002223	ausencia de vello en las cejas
HP:0030825	Ausencia de reflejo foveal en la exploración.
HP:0002688	ausencia de desarrollo del seno frontal
HP:0011467	anomalía de la vesícula biliar ausente
HP:0011467	defecto de la vesícula biliar ausente
HP:0011467	malformación ausente de la vesícula biliar
HP:0011467	patología de la vesícula biliar ausente
HP:0011467	síndrome de la vesícula biliar ausente
HP:0011455	ausencia del huesecillo del martillo
HP:0007265	condición de mesencéfalo ausente
HP:0005623	ausencia de osificación de los calvarios .
HP:0008198	ausencia de glándulas paratiroides al nacer
HP:0100566	síndrome de médula espinal ausente
HP:0001746	síndrome de ausencia de bazo
HP:0011456	malformación ausente del estribo
HP:0005359	Ausencia de sombra tímica en la radiografía
HP:0000851	Ausencia de función tiroidea desde el nacimiento
HP:0003982	ausencia de hueso cúbito
HP:0001927	morfología de los acantocitos
HP:0001927	acantocitos en frotis sanguíneo
HP:0005506	leucemia mieloide crónica en fase acelerada
HP:0011270	accesorio tragus
HP:0001747	síndrome del bazo accesorio
HP:0031766	exceso de convergencia acomodativa esotropía
HP:0031624	insuficiencia acomodativa en la miopía moderada
HP:0006517	La acumulación de material amorfo pas-positivo en el espacio entre los macrófagos alveolares, a veces en forma condensada, se encuentra típicamente en la proteinosis alveolar.
HP:0001953	acumulación de cetonas en la orina
HP:0031200	cilindros hialinos acelulares
HP:0025498	aceruloplasminemia condition
HP:0002571	achalasia cardia
HP:4000206	acitividad de la 3-metilcrotonil-coa carboxilasa por debajo del límite inferior de la normalidad en fibroblastos cultivados.
HP:4000207	acitividad del complejo alfa-cetoácido deshidrogenasa de cadena ramificada por debajo del límite inferior de la normalidad en fibroblastos cultivados.
HP:4000211	acitividad de la glicerol quinasa por debajo del límite inferior de la normalidad en fibroblastos cultivados.
HP:4000210	acitividad de la isovaleril-coa deshidrogenasa por debajo del límite inferior de la normalidad en fibroblastos cultivados.
HP:0030745	aneurisma adquirido del conducto arterioso
HP:0025355	Dilataciones focales adquiridas de ramas de la arteria retiniana, generalmente arteriolas retinianas de segundo orden, cuyo tamaño oscila entre 100 y 200 micrómetros de diámetro. Los macroaneurismas se localizan generalmente en la retina termporal y pueden ser hemorrágicos o exudativos.
HP:0005950	red laríngea adquirida
HP:0012119	metahemoglobinemia adquirida
HP:0000832	hipotiroidismo primario adquirido
HP:0030665	temblor rubral exacerbado por la acción
HP:0002080	temblor cerebeloso inducido por la acción
HP:0100686	entesitis activa
HP:0012449	sinovitis activa de la articulación sacroilíaca
HP:0034996	actividad de la carbamoilfosfato sintetasa en el hígado por debajo del límite inferior de la normalidad.
HP:0034995	actividad de la fructosa-1,6-bisfosfatasa en el hígado por debajo del límite inferior de la normalidad.
HP:0030005	episodio agudo de fuga capilar
HP:0006573	infiltración aguda de hígado graso
HP:0002840	linfadenitis aguda o crónica
HP:0012121	panuveítis aguda
HP:0010771	absceso pilonidal agudo
HP:0002138	diagnóstico de la hemorragia subaracnoidea aguda
HP:0011782	crisis tiroidea aguda
HP:0001082	colecistitis aguda/crónica
HP:0000090	nefronoptisis del adolescente
HP:0006748	feocromocitoma suprarrenal que provoca un estado hiperadrenérgico
HP:0001089	atrofia avanzada del iris
HP:0012118	cáncer de laringe en estadio avanzado
HP:0011143	cambios en la catarata cortical relacionados con la edad
HP:0001489	desprendimiento vítreo asociado a la edad
HP:0031287	verruga seborreica relacionada con la edad
HP:0008660	túbulos renales agéneticos este término enfatiza la ausencia de los túbulos renales una característica de la disgenesia renotubular
HP:0000718	comportamiento agresivo
HP:0012058	melanoma nodular agresivo
