HP:0000002	Altura corporal anormal
HP:0003787	Minirregiones de fibras musculares de tipo 1 y 2
HP:0003798	Barras de nemalina
HP:0003805	Vacuolas con borde en la biopsia
HP:0003808	Tono muscular anormal
HP:0003811	Neonatal letal
HP:0003819	Muerte en la infancia
HP:0003834	Dislocación del hombro
HP:0003835	Luxación parcial de hombro
HP:0003837	Calcificación de los tejidos blandos alrededor de los hombros
HP:0003840	Retraso en la maduración de la parte final del hueso del miembro superior
HP:0003841	Fragmentación de la parte final de los huesos de las extremidades superiores
HP:0003842	Parte final irregular de los huesos de las extremidades superiores
HP:0003843	Extremidad redondeada de los huesos del miembro superior
HP:0003844	Parte terminal pequeña de los huesos de las extremidades superiores
HP:0003848	Porción ancha ahuecada del hueso del miembro superior
HP:0003854	Aumento de la densidad ósea en la parte ancha de los huesos de las extremidades superiores
HP:0003855	Espolón de la porción ancha del hueso del miembro superior
HP:0003860	Aumento de la densidad ósea en la parte central del hueso largo de las extremidades superiores
HP:0003863	Hueso largo angulado en la parte superior del brazo
HP:0003864	Muesca en el hueso largo de la parte superior del brazo
HP:0003870	Hueso largo arrugado en la parte superior del brazo
HP:0003871	Deformación del hueso largo del brazo
HP:0003875	Defectos líticos del húmero
HP:0003877	Transradiancia oval humeral
HP:0003879	Falsa articulación (hueso largo de la parte superior del brazo)
HP:0003880	Focos escleróticos humerales
HP:0003882	Hueso largo y delgado de la parte superior del brazo
HP:0003883	Hueso largo cónico de la parte superior del brazo
HP:0003884	Hueso largo triangular de la parte superior del brazo
HP:0003888	Cabeza aplanada del hueso largo del brazo
HP:0003889	Anomalía de las tuberosidades deltoideas
HP:0003895	Parte terminal aplanada del hueso largo del brazo
HP:0003896	Parte final irregular del hueso largo del brazo
HP:0003897	Maduración irregular de la parte final del hueso largo del antebrazo
HP:0003898	Gran parte final del hueso largo de la parte superior del brazo
HP:0003899	Extremidad redondeada del hueso largo del brazo
HP:0003900	Pequeña extremidad del hueso largo del brazo
HP:0003902	Osificación puntiforme de las epífisis humerales
HP:0003905	Anomalía del cartílago de crecimiento del hueso largo del brazo
HP:0003914	Maduración ósea irregular de la porción ancha del hueso largo del antebrazo
HP:0003917	Porción ancha y puntiaguda del hueso largo del brazo
HP:0003920	Metáfisis inclinada del hueso largo del brazo
HP:0003921	Metáfisis inclinada lateralmente del hueso largo del brazo
HP:0003922	Metáfisis espinosa del hueso largo del brazo
HP:0003923	Metáfisis cuadrada del hueso largo del brazo
HP:0003924	Calcificación moteada en la metáfisis del hueso largo del brazo
HP:0003930	Lisis diafisaria humeral
HP:0003933	Aumento de la densidad ósea en el eje del hueso largo de la parte superior del brazo
HP:0003934	Fuste delgado de hueso largo en la parte superior del brazo
HP:0003938	Fusión ósea del codo
HP:0003939	Sinostosis humero-cubital
HP:0003943	Anomalía de los espacios articulares del codo
HP:0003944	Espacios articulares estrechos del codo
HP:0003946	Anomalía de la parte final del hueso del codo
HP:0003947	Retraso en la maduración de la parte final del hueso del codo
HP:0003948	Parte final irregular del hueso del codo
HP:0003949	Porción ancha anormal del hueso del codo
HP:0003950	Porción ancha y acampanada del hueso del codo
HP:0003952	Patrón lineal vertical mixto lucente y esclerótico de metáfisis
HP:0003954	Huesos del antebrazo angulados
HP:0003955	Aspecto óseo del antebrazo
HP:0003956	Huesos del antebrazo arqueados
HP:0003959	Deformación de los huesos del antebrazo
HP:0003967	Aumento de la densidad ósea de los huesos del antebrazo
HP:0003973	Articulaciones radioulnar anchas
HP:0003981	Radio amplio
HP:0003988	Cúbitos desproporcionadamente largos
HP:0003991	Cúbito esclerótico
HP:0003993	Casco ancho
HP:0003995	Deformidad de las cabezas radiales
HP:0003997	Cabeza radial pequeña
HP:0003999	Anomalía de las placas epifisarias radiales
HP:0004000	Epífisis distal del radio en forma de galón
HP:0004014	Placas epifisarias radiales anchas
HP:0004015	Anomalía de las metáfisis radiales
HP:0004018	Ensanchamiento del radio distal
HP:0004019	Metáfisis radial irregular
HP:0004026	Metáfisis radial ancha
HP:0004031	Diáfisis radial ancha
HP:0004032	Anomalía del olécranon
HP:0004035	Anomalía de la apófisis estiloides del cúbito
HP:0004039	Anomalía de la metáfisis cubital
HP:0004042	Metáfisis cubital irregular
HP:0004047	Metáfisis cubital ancha
HP:0004057	Pseudosindactilia
HP:0004095	Dedos curvados
HP:0004172	Hueso anómalo del dedo corazón
HP:0004195	Defectos líticos de las falanges del dedo anular
HP:0004216	Defectos líticos de las falanges del dedo meñique
HP:0004234	Aspecto óseo de los huesos de la muñeca
HP:0004235	Huesos de la muñeca en forma de coma
HP:0004236	Huesos de la muñeca irregulares
HP:0004241	Calcificaciones puntiformes de los carpianos
HP:0004243	Anomalía del escafoides
HP:0004244	Escafoides bipartito
HP:0004246	Retraso en la maduración del escafoides
HP:0004251	Sinostosis lunotriquetral
HP:0004253	Ausencia de hueso trapecio
HP:0004254	Retraso en la maduración del trapecio
HP:0004256	Anomalía del hueso trapecio
HP:0004257	Retraso en la maduración del hueso trapecio
HP:0004259	Anomalía del hueso ganchoso
HP:0004260	Hueso unciforme grande
HP:0004262	Anomalía del hueso capitado
HP:0004264	Disminución de los ángulos de la articulación carpiana
HP:0004267	Pequeñas articulaciones estrechas de la mano
HP:0004269	Luxación parcial de pequeñas articulaciones de la mano
HP:0004274	Maduración deficiente de los huesos de la mano
HP:0004275	Duplicación de los huesos de la mano
HP:0004278	Huesos de la mano fusionados
HP:0004280	Maduración irregular de los huesos de la mano
HP:0004284	Huesos de la mano con muescas
HP:0004286	Aumento desigual de la densidad ósea en los huesos de la mano
HP:0004287	Huesos de la mano puntiagudos
HP:0004293	Fusión del segundo metacarpiano-trapecio
HP:0004299	Hernia de la pared abdominal
HP:0004302	Problemas motores funcionales
HP:0004308	Arritmias ventriculares
HP:0004312	Anomalía de los reticulocitos
HP:0004326	Síndrome de desgaste
HP:0004327	Morfología anormal del humor vítreo
HP:0004337	Niveles anormales de aminoácidos
HP:0004338	Anomalía del metabolismo de la familia de los aminoácidos aromáticos
HP:0004340	Anomalía del metabolismo de las vitaminas B
HP:0004341	Anomalía del metabolismo de la vitamina B12
HP:0004342	Anomalía del metabolismo de los galactósidos
HP:0004343	Anomalía del metabolismo de los glicoesfingolípidos
HP:0004348	Anomalía de la mineralización y osificación óseas
HP:0004352	Nivel anormal de purinas circulantes
HP:0004360	Desequilibrio ácido-base
HP:0004361	Nivel anormal de leptina circulante
HP:0004365	Anomalía del metabolismo del triptófano
HP:0004374	Parálisis o debilidad de un lado del cuerpo
HP:0004376	Tumor neuroblástico
HP:0004378	Anomalía del ano
HP:0004385	Diarrea prolongada
HP:0004388	Microcolon en enema de contraste
HP:0004389	Seudoobstrucción intestinal
HP:0004392	Vientre de ciruela pasa
HP:0004395	Malnutrición
HP:0004398	Úlcera en el revestimiento del tracto gastrointestinal
HP:0004404	Anomalía del pezón
HP:0004405	Pezones prominentes
HP:0004414	Anomalía de la arteria pulmonar
HP:0004415	Estrechamiento de la arteria pulmonar
HP:0004420	Coágulo en la arteria
HP:0004421	Elevación de la PA sistólica
HP:0004422	Disminución de la anchura del cráneo
HP:0004430	Inmunodeficiencia combinada grave
HP:0004431	Deficiencia del complemento
HP:0004432	Agammaglobulinemia
HP:0004439	Síndrome de Crouzon
HP:0004453	Sobreplegado de la hélice superior
HP:0004459	Exostosis del conducto auditivo externo
HP:0004463	No hay respuesta auditiva del tronco encefálico
HP:0004468	Anillo cartilaginoso traqueal anormal
HP:0004476	Ausencia de cutis congénita en la zona parietal
HP:0004491	Fontanela posterior grande
HP:0004492	Fontanelas y suturas ampliamente patentes
HP:0004499	Inflamación nasal crónica debida al estrechamiento de las vías respiratorias nasales
HP:0004524	Reducción del crecimiento del vello en la región temporal
HP:0004527	Grandes cúmulos de pigmento distribuidos irregularmente a lo largo del tallo piloso
HP:0004554	Hipertricosis generalizada
HP:0004558	Cuerpos vertebrales cervicales aplanados
HP:0004565	platispondilia, extrema
HP:0004566	Cuerpos vertebrales en forma de pera
HP:0004570	Cuerpos vertebrales altos
HP:0004576	Esclerosis de la placa terminal
HP:0004580	Cuerpos vertebrales festoneados anteriores
HP:0004590	Sacro pequeño
HP:0004598	Centros de osificación vertebral supernumerarios
HP:0004611	Vértebras cóncavas anteriores
HP:0004616	Arcos vertebrales hendidos
HP:0004621	Pedículos vertebrales hiperplásicos
HP:0004629	Vértebras cervicales pequeñas
HP:0004632	Defecto de segmentación de la columna cervical
HP:0004633	Media espalda redonda
HP:0004634	Cuerpos vertebrales cuboides
HP:0004637	Movimiento limitado del cuello
HP:0004673	Disminución de la expresión facial
HP:0004679	Huesos grandes del tobillo
HP:0004688	Forma anormal de los huesos del tobillo
HP:0004690	Engrosamiento del tendón de Aquiles
HP:0004732	Disminución de la excreción fraccionada de ácido úrico
HP:0004751	Episodios de taquicardia ventricular
HP:0004754	Fibrilación auricular crónica
HP:0004779	Cabello quebradizo
HP:0004783	Múltiples pólipos duodenales
HP:0004784	Poliposis gastrointestinal juvenil
HP:0004790	Intestino delgado subdesarrollado
HP:0004794	Malrotación del intestino delgado
HP:0004813	Púrpura postransfusional
HP:0004817	Anemia hemolítica sensible a los medicamentos
HP:0004818	Hemoglobinuria paroxística nocturna
HP:0004819	Anemia hipoplásica normocítica
HP:0004820	Leucemia mielomonocítica aguda
HP:0004826	Anemia megaloblástica que no responde a los folatos
HP:0004831	Enfermedad tromboembólica recurrente
HP:0004836	Leucemia promielocítica aguda
HP:0004839	piropoiquilocitosis hereditaria
HP:0004851	Anemia megaloblástica folato-responsiva
HP:0004855	Deficiencia de proteína S
HP:0004856	Anemia microcítica normocrómica
HP:0004857	Anemia macrocítica hipercrómica
HP:0004860	Anemia megaloblástica sensible a la tiamina
HP:0004861	Anemia macrocítica refractaria
HP:0004863	Anemia hemolítica compensada
HP:0004864	Anemia sideroblástica refractaria
HP:0004872	Hernia abdominal recurrente
HP:0004876	Neumotórax neonatal
HP:0004897	Crisis metabólicas durante las infecciones febriles
HP:0004901	Acidosis láctica inducida por el ejercicio
HP:0004911	Episodios recurrentes de acidosis
HP:0004915	Metabolismo de la galactosa alterado
HP:0004916	Acidosis tubular distal generalizada
HP:0004918	Acidosis no gap
HP:0004924	Prueba de tolerancia oral a la glucosa anormal
HP:0004930	Anomalía de los vasos sanguíneos pulmonares
HP:0004931	Pared arterial endurecida en pequeñas arterias cerebrales
HP:0004933	Disección aórtica de tipo A
HP:0004936	Coágulo en vena
HP:0004938	Arterias cerebrales torcidas
HP:0004940	Calcificación arterial generalizada
HP:0004943	Aceleración de la acumulación de placa en las arterias
HP:0004947	Fístulas arteriovenosas
HP:0004948	Vasos sanguíneos retorcidos
HP:0004959	Dilatación de la aorta torácica descendente
HP:0004964	Hipertrofia de la pared arterial pulmonar
HP:0004977	Ausencia bilateral de radio
HP:0004980	Rarefacción de las metáfisis
HP:0004993	Huesos largos y delgados con eje estrecho
HP:0005001	Luxación recurrente de rótulas
HP:0005005	Arqueo del fémur al nacer, que se endereza con el tiempo.
HP:0005008	Grandes luxaciones articulares
HP:0005009	Hueso largo en forma de mancuerna en la parte superior del brazo
HP:0005021	Codos dislocados en ambos lados
HP:0005035	Dedos cortos
HP:0005039	Exostosis múltiples de los huesos tubulares largos
HP:0005043	Metáfisis humeral proximal irregular
HP:0005048	Fusión de los huesos de la muñeca
HP:0005050	Luxación anterior/lateral de la cabeza radial
HP:0005059	Dolor articular/Inflamación articular
HP:0005063	Parte final del hueso fragmentada e irregular
HP:0005066	Parte final en forma de cono del hueso largo fusionada dentro de su porción ancha del hueso ancho.
HP:0005067	Crecimiento excesivo de la parte más interna del hueso de la pantorrilla
HP:0005084	Luxación anterior de la cabeza radial
HP:0005092	Aumento de la densidad ósea en la porción ancha del hueso ancho
HP:0005099	Hidropesía grave
HP:0005100	Parto prematuro tras rotura prematura de membranas fetales
HP:0005102	Degeneración coclear progresiva
HP:0005107	Anomalía del sacro
HP:0005110	Cámaras cardíacas superiores temblorosas que provocan latidos irregulares.
HP:0005112	Dilatación de la aorta abdominal
HP:0005115	Arritmias supraventriculares
HP:0005117	Elevación de la PA diastólica
HP:0005121	Festoneado posterior del cuerpo vertebral
HP:0005133	Corazón dilatado ventrículo derecho
HP:0005134	Ausencia de válvula pulmonar
HP:0005136	Calcificación prematura del anillo mitral
HP:0005144	Septo interventricular engrosado
HP:0005145	Estrechamiento de la arteria coronaria
HP:0005146	Calcificaciones de las válvulas cardíacas
HP:0005151	Coartación aórtica proximal
HP:0005155	Ritmo de escape idioventricular
HP:0005157	Miocardiopatía hipertrófica simétrica y concéntrica
HP:0005172	Hemibloqueo posterior izquierdo
HP:0005177	Endurecimiento prematuro de las arterias
HP:0005181	Enfermedad coronaria prematura
HP:0005191	Rodilla dislocada desde el nacimiento
HP:0005194	Cabeza aplanada del hueso largo del pie
HP:0005197	Rigidez matutina generalizada
HP:0005198	Articulaciones rígidas
HP:0005199	Ausencia de musculatura abdominal
HP:0005207	Aumento del tamaño del estómago
HP:0005208	Diarrea secretora
HP:0005213	Calcificaciones pancreáticas
HP:0005218	Fístula perianal
HP:0005219	Factor intrínseco ausente del jugo gástrico
HP:0005222	Divertículos intestinales
HP:0005224	Absceso perirrectal
HP:0005225	Intestinal oedema
HP:0005233	Vesícula biliar hipoplásica
HP:0005242	Atresia biliar extrahepática
HP:0005246	Enfermedad de Menetrier
HP:0005247	Hipoplasia muscular abdominal
HP:0005253	Aumento del diámetro anteroposterior del tórax
HP:0005255	Pectoralis minor aplasia
HP:0005256	Aplasia unilateral del músculo pectoral mayor
HP:0005263	Inflamación estomacal
HP:0005265	Anomalía del yeyuno
HP:0005266	Pólipos intestinales
HP:0005275	Osificación cartilaginosa nasal
HP:0005293	Venas que funcionan mal
HP:0005301	PLSVC
HP:0005302	Arterias carótidas tortuosas
HP:0005304	Venas pulmonares poco desarrolladas
HP:0005311	Ausencia de vasos pulmonares
HP:0005320	Falta de grasa facial debajo de la piel
HP:0005321	Síndrome de Treacher Collins
HP:0005324	Alteración de la expresión facial
HP:0005325	Línea de nacimiento del cabello inusual con crecimiento de vello en las sienes que se extiende hasta la ceja lateral.
HP:0005326	Filtrum pequeño
HP:0005327	Pérdida de expresión facial
HP:0005336	Oscurecimiento de la frente
HP:0005344	Anomalía de las arterias carótidas
HP:0005345	Anomalía de la vena cava
HP:0005346	Expresión facial anormal
HP:0005349	Epiglotis hipoplásica
HP:0005352	Inmunodeficiencia grave de células T
HP:0005353	Susceptibilidad al herpesvirus
HP:0005354	Ausencia de inmunidad celular
HP:0005356	Disminución del factor I del complemento sérico
HP:0005368	Inmunidad humoral defectuosa
HP:0005369	Disminución del factor H del complemento sérico
HP:0005376	Infecciones recurrentes por H. influenzae
HP:0005381	Mayor susceptibilidad a las infecciones por Neisseria meningitidis
HP:0005390	Infecciones oportunistas frecuentes
HP:0005401	Infecciones frecuentes por cándida
HP:0005411	Síndrome de sobrecrecimiento de cándida
HP:0005422	Ausencia de células T CD8
HP:0005432	Deficiencia de gammaglobulina en recién nacidos
HP:0005445	Fosa posterior ensanchada
HP:0005464	Esclerosis craneal
HP:0005473	Huesecillos fusionados
HP:0005483	Anomalía de la epiglotis
HP:0005490	Macrocefalia postnatal
HP:0005505	Anemia refractaria
HP:0005508	Macroglobulinemia de Waldenstrom
HP:0005510	Disminución transitoria del número de eritrocitos en sangre
HP:0005511	Anemia del cuerpo de Heinz
HP:0005522	Anemia sideroblástica sensible a la piridoxina
HP:0005523	Trastornos linfoproliferativos
HP:0005526	Leucemia linfoide
HP:0005532	Anemia diseritropoyética macrocítica
HP:0005542	Tiempo de coagulación prolongado
HP:0005543	Deficiencia de proteína C
HP:0005548	Disminución de megacariocitos en la médula ósea
HP:0005562	Quistes renales múltiples
HP:0005565	Pérdida de definición de la diferenciación corticomedular
HP:0005571	Aumento del porcentaje de reabsorción tubular de fósforo
HP:0005575	Síndrome urémico hemolítico
HP:0005583	Desintegración de la membrana basal tubular
HP:0005592	Macromelanosomes
HP:0005598	Telangiectasia facial en mariposa
HP:0005607	Anomalías traqueobronquiales
